Gênero;Espécie;número_etiqueta;Município;Ambiente;Sitio ;Latitude;Longitude;Armadilha
Eulaema;flavescens;766;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;767;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;768;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;769;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;770;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;771;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;772;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;773;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;774;Ilhéus;Floresta;I4;;;
Euglossa;imperialis;775;Ilhéus;Floresta;I4;;;
Eulaema;bombiformis;776;Ilhéus;Floresta;I4;476028;8380415;garrafa 
Eulaema;flavescens;777;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;778;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;779;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;780;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;781;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;782;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;783;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;784;Ilhéus;Floresta;I4;;;
Eulaema;bombiformis;785;Ilhéus;Floresta;I4;476028;8380415;garrafa 
Euglossa;imperialis;786;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;787;Ilhéus;Floresta;I4;;;
Euglossa;imperialis;788;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;789;Ilhéus;Floresta;I4;;;
Eulaema;flavescens;790;Ilhéus;Floresta;I4;;;
